instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿det.mi.0002,﻿cathedral,﻿Cathedral of St. Ann,"﻿German, French, English","﻿Sermons in German, French and English.",,,,﻿Wayne County,﻿Detroit,﻿Detroit,﻿MI,﻿MI,42.320833,-83.076667,,,,﻿fre_réze_901,﻿Rt. Rev.,﻿F. Rézé,﻿D.D.,,,,,,,1838,﻿https://ste-anne.org/about-us/parish-history/ ; https://en.wikipedia.org/wiki/Basilica_of_Sainte_Anne_de_D%C3%A9troit,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0002,﻿cathedral,﻿Cathedral of St. Ann,"﻿German, French, English","﻿Sermons in German, French and English.",,,,﻿Wayne County,﻿Detroit,﻿Detroit,﻿MI,,42.320833,-83.076667,,,,﻿vin_badin_901,﻿Very Rev.,﻿Vincent Badin,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0002,﻿cathedral,﻿Cathedral of St. Ann,"﻿German, French, English","﻿Sermons in German, French and English.",,,,﻿Wayne County,﻿Detroit,﻿Detroit,﻿MI,,42.320833,-83.076667,,,,﻿mar_kundig_901,﻿Rev.,﻿Martin Kundig,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0002,﻿cathedral,﻿Cathedral of St. Ann,"﻿German, French, English","﻿Sermons in German, French and English.",,,,﻿Wayne County,﻿Detroit,﻿Detroit,﻿MI,,42.320833,-83.076667,,,,﻿kopp_901,﻿Rev. Mr.,﻿Kopp,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.9007,﻿church,﻿Trinity Church,English,,,,,,﻿Detroit,,﻿MI,,42.320833,-83.076667,,,,﻿ber_ocavanagh_901,﻿Rev.,﻿Bernard O'Cavanagh,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0018,﻿church,not recorded,English,,,,,,﻿Ann Arbour,﻿Ann Arbor,﻿MI,,42.2857551,-83.7413768,,,,﻿kelly_901,﻿Rev. Mr.,﻿Kelly,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,,,,﻿Emmet County,﻿Arbre Croche,,﻿MI,﻿MI,45.62643692,-85.07105266,,,,﻿sanderl_901,﻿Rev. Mr.,﻿Sanderl,,,,,,,,1838,﻿https://en.wikipedia.org/wiki/L%27Arbre_Croche ; https://www.cclcparishes.org/historic-holy-childhood-mission--church-and-school.html,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,,,,﻿Emmet County,﻿Bay Settlement,,﻿MI,,45.62643692,-85.07105266,,,,﻿warlop_901,﻿Rev. Mr.,﻿Warlop,,,,,,,,1838,﻿https://www.hmdb.org/results.asp?Search=County&state=Michigan&county=Monroe%20County,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,,,,﻿Emmet County,﻿Bertrand,,﻿MI,,45.62643692,-85.07105266,,,,﻿alwill_901,﻿Rev. Mr.,﻿Alwill,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,﻿Fond du lac Superieur,,,﻿Emmet County,﻿Bertrand,,﻿MI,,45.62643692,-85.07105266,,,,﻿baraga_901,﻿Rev. Mr.,﻿Baraga,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,﻿A la Croix,,,﻿Emmet County,﻿Bertrand,,﻿MI,,45.62643692,-85.07105266,,,,﻿baraga_901,﻿Rev. Mr.,﻿Baraga,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,﻿A la Croix,,,﻿Emmet County,﻿Fort Winebago,,﻿MI,,45.62643692,-85.07105266,,,﻿once in two months,﻿the_j_vandenbroeck_901,﻿Rev.,﻿Theodore J. Vandenbroeck,,,,,,,,1838,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.9005,﻿church,not recorded,English,﻿Instructions in the English language,﻿Grand River,,,,,,﻿MI,﻿MI,45.62643692,-85.07105266,,,,﻿vizosky_901,﻿Rev. Mr.,﻿Vizosky,,,,,,,,1838,﻿https://en.wikipedia.org/wiki/Grand_River_(Michigan),﻿,﻿,﻿Detroit,Detroit
